Given IP address: 130.56.0.0
Given Prefix: 16
Given No of subnets to be created: 1024
New prefix created is: 26.0
Subnet 696 End : 130.56.173.255.

Subnet 697 Start : 130.56.174.0.
Subnet 697 End : 130.56.174.63.

Subnet 698 Start : 130.56.174.64.
Subnet 698 End : 130.56.174.127.

Subnet 699 Start : 130.56.174.128.
Subnet 699 End : 130.56.174.191.

Subnet 700 Start : 130.56.174.192.
Subnet 700 End : 130.56.174.255.

Subnet 701 Start : 130.56.175.0.
Subnet 701 End : 130.56.175.63.

Subnet 702 Start : 130.56.175.64.
Subnet 702 End : 130.56.175.127.

Subnet 703 Start : 130.56.175.128.
Subnet 703 End : 130.56.175.191.

Subnet 704 Start : 130.56.175.192.
Subnet 704 End : 130.56.175.255.

Subnet 705 Start : 130.56.176.0.
Subnet 705 End : 130.56.176.63.

Subnet 706 Start : 130.56.176.64.
Subnet 706 End : 130.56.176.127.

Subnet 707 Start : 130.56.176.128.
Subnet 707 End : 130.56.176.191.

Subnet 708 Start : 130.56.176.192.
Subnet 708 End : 130.56.176.255.

Subnet 709 Start : 130.56.177.0.
Subnet 709 End : 130.56.177.63.

Subnet 710 Start : 130.56.177.64.
Subnet 710 End : 130.56.177.127.

Subnet 711 Start : 130.56.177.128.
Subnet 711 End : 130.56.177.191.

Subnet 712 Start : 130.56.177.192.
Subnet 712 End : 130.56.177.255.

Subnet 713 Start : 130.56.178.0.
Subnet 713 End : 130.56.178.63.

Subnet 714 Start : 130.56.178.64.
Subnet 714 End : 130.56.178.127.

Subnet 715 Start : 130.56.178.128.
Subnet 715 End : 130.56.178.191.

Subnet 716 Start : 130.56.178.192.
Subnet 716 End : 130.56.178.255.

Subnet 717 Start : 130.56.179.0.
Subnet 717 End : 130.56.179.63.

Subnet 718 Start : 130.56.179.64.
Subnet 718 End : 130.56.179.127.

Subnet 719 Start : 130.56.179.128.
Subnet 719 End : 130.56.179.191.

Subnet 720 Start : 130.56.179.192.
Subnet 720 End : 130.56.179.255.

Subnet 721 Start : 130.56.180.0.
Subnet 721 End : 130.56.180.63.

Subnet 722 Start : 130.56.180.64.
Subnet 722 End : 130.56.180.127.

Subnet 723 Start : 130.56.180.128.
Subnet 723 End : 130.56.180.191.

Subnet 724 Start : 130.56.180.192.
Subnet 724 End : 130.56.180.255.

Subnet 725 Start : 130.56.181.0.
Subnet 725 End : 130.56.181.63.

Subnet 726 Start : 130.56.181.64.
Subnet 726 End : 130.56.181.127.

Subnet 727 Start : 130.56.181.128.
Subnet 727 End : 130.56.181.191.

Subnet 728 Start : 130.56.181.192.
Subnet 728 End : 130.56.181.255.

Subnet 729 Start : 130.56.182.0.
Subnet 729 End : 130.56.182.63.

Subnet 730 Start : 130.56.182.64.
Subnet 730 End : 130.56.182.127.

Subnet 731 Start : 130.56.182.128.
Subnet 731 End : 130.56.182.191.

Subnet 732 Start : 130.56.182.192.
Subnet 732 End : 130.56.182.255.

Subnet 733 Start : 130.56.183.0.
Subnet 733 End : 130.56.183.63.

Subnet 734 Start : 130.56.183.64.
Subnet 734 End : 130.56.183.127.

Subnet 735 Start : 130.56.183.128.
Subnet 735 End : 130.56.183.191.

Subnet 736 Start : 130.56.183.192.
Subnet 736 End : 130.56.183.255.

Subnet 737 Start : 130.56.184.0.
Subnet 737 End : 130.56.184.63.

Subnet 738 Start : 130.56.184.64.
Subnet 738 End : 130.56.184.127.

Subnet 739 Start : 130.56.184.128.
Subnet 739 End : 130.56.184.191.

Subnet 740 Start : 130.56.184.192.
Subnet 740 End : 130.56.184.255.

Subnet 741 Start : 130.56.185.0.
Subnet 741 End : 130.56.185.63.

Subnet 742 Start : 130.56.185.64.
Subnet 742 End : 130.56.185.127.

Subnet 743 Start : 130.56.185.128.
Subnet 743 End : 130.56.185.191.

Subnet 744 Start : 130.56.185.192.
Subnet 744 End : 130.56.185.255.

Subnet 745 Start : 130.56.186.0.
Subnet 745 End : 130.56.186.63.

Subnet 746 Start : 130.56.186.64.
Subnet 746 End : 130.56.186.127.

Subnet 747 Start : 130.56.186.128.
Subnet 747 End : 130.56.186.191.

Subnet 748 Start : 130.56.186.192.
Subnet 748 End : 130.56.186.255.

Subnet 749 Start : 130.56.187.0.
Subnet 749 End : 130.56.187.63.

Subnet 750 Start : 130.56.187.64.
Subnet 750 End : 130.56.187.127.

Subnet 751 Start : 130.56.187.128.
Subnet 751 End : 130.56.187.191.

Subnet 752 Start : 130.56.187.192.
Subnet 752 End : 130.56.187.255.

Subnet 753 Start : 130.56.188.0.
Subnet 753 End : 130.56.188.63.

Subnet 754 Start : 130.56.188.64.
Subnet 754 End : 130.56.188.127.

Subnet 755 Start : 130.56.188.128.
Subnet 755 End : 130.56.188.191.

Subnet 756 Start : 130.56.188.192.
Subnet 756 End : 130.56.188.255.

Subnet 757 Start : 130.56.189.0.
Subnet 757 End : 130.56.189.63.

Subnet 758 Start : 130.56.189.64.
Subnet 758 End : 130.56.189.127.

Subnet 759 Start : 130.56.189.128.
Subnet 759 End : 130.56.189.191.

Subnet 760 Start : 130.56.189.192.
Subnet 760 End : 130.56.189.255.

Subnet 761 Start : 130.56.190.0.
Subnet 761 End : 130.56.190.63.

Subnet 762 Start : 130.56.190.64.
Subnet 762 End : 130.56.190.127.

Subnet 763 Start : 130.56.190.128.
Subnet 763 End : 130.56.190.191.

Subnet 764 Start : 130.56.190.192.
Subnet 764 End : 130.56.190.255.

Subnet 765 Start : 130.56.191.0.
Subnet 765 End : 130.56.191.63.

Subnet 766 Start : 130.56.191.64.
Subnet 766 End : 130.56.191.127.

Subnet 767 Start : 130.56.191.128.
Subnet 767 End : 130.56.191.191.

Subnet 768 Start : 130.56.191.192.
Subnet 768 End : 130.56.191.255.

Subnet 769 Start : 130.56.192.0.
Subnet 769 End : 130.56.192.63.

Subnet 770 Start : 130.56.192.64.
Subnet 770 End : 130.56.192.127.

Subnet 771 Start : 130.56.192.128.
Subnet 771 End : 130.56.192.191.

Subnet 772 Start : 130.56.192.192.
Subnet 772 End : 130.56.192.255.

Subnet 773 Start : 130.56.193.0.
Subnet 773 End : 130.56.193.63.

Subnet 774 Start : 130.56.193.64.
Subnet 774 End : 130.56.193.127.

Subnet 775 Start : 130.56.193.128.
Subnet 775 End : 130.56.193.191.

Subnet 776 Start : 130.56.193.192.
Subnet 776 End : 130.56.193.255.

Subnet 777 Start : 130.56.194.0.
Subnet 777 End : 130.56.194.63.

Subnet 778 Start : 130.56.194.64.
Subnet 778 End : 130.56.194.127.

Subnet 779 Start : 130.56.194.128.
Subnet 779 End : 130.56.194.191.

Subnet 780 Start : 130.56.194.192.
Subnet 780 End : 130.56.194.255.

Subnet 781 Start : 130.56.195.0.
Subnet 781 End : 130.56.195.63.

Subnet 782 Start : 130.56.195.64.
Subnet 782 End : 130.56.195.127.

Subnet 783 Start : 130.56.195.128.
Subnet 783 End : 130.56.195.191.

Subnet 784 Start : 130.56.195.192.
Subnet 784 End : 130.56.195.255.

Subnet 785 Start : 130.56.196.0.
Subnet 785 End : 130.56.196.63.

Subnet 786 Start : 130.56.196.64.
Subnet 786 End : 130.56.196.127.

Subnet 787 Start : 130.56.196.128.
Subnet 787 End : 130.56.196.191.

Subnet 788 Start : 130.56.196.192.
Subnet 788 End : 130.56.196.255.

Subnet 789 Start : 130.56.197.0.
Subnet 789 End : 130.56.197.63.

Subnet 790 Start : 130.56.197.64.
Subnet 790 End : 130.56.197.127.

Subnet 791 Start : 130.56.197.128.
Subnet 791 End : 130.56.197.191.

Subnet 792 Start : 130.56.197.192.
Subnet 792 End : 130.56.197.255.

Subnet 793 Start : 130.56.198.0.
Subnet 793 End : 130.56.198.63.

Subnet 794 Start : 130.56.198.64.
Subnet 794 End : 130.56.198.127.

Subnet 795 Start : 130.56.198.128.
Subnet 795 End : 130.56.198.191.

Subnet 796 Start : 130.56.198.192.
Subnet 796 End : 130.56.198.255.

Subnet 797 Start : 130.56.199.0.
Subnet 797 End : 130.56.199.63.

Subnet 798 Start : 130.56.199.64.
Subnet 798 End : 130.56.199.127.

Subnet 799 Start : 130.56.199.128.
Subnet 799 End : 130.56.199.191.

Subnet 800 Start : 130.56.199.192.
Subnet 800 End : 130.56.199.255.

Subnet 801 Start : 130.56.200.0.
Subnet 801 End : 130.56.200.63.

Subnet 802 Start : 130.56.200.64.
Subnet 802 End : 130.56.200.127.

Subnet 803 Start : 130.56.200.128.
Subnet 803 End : 130.56.200.191.

Subnet 804 Start : 130.56.200.192.
Subnet 804 End : 130.56.200.255.

Subnet 805 Start : 130.56.201.0.
Subnet 805 End : 130.56.201.63.

Subnet 806 Start : 130.56.201.64.
Subnet 806 End : 130.56.201.127.

Subnet 807 Start : 130.56.201.128.
Subnet 807 End : 130.56.201.191.

Subnet 808 Start : 130.56.201.192.
Subnet 808 End : 130.56.201.255.

Subnet 809 Start : 130.56.202.0.
Subnet 809 End : 130.56.202.63.

Subnet 810 Start : 130.56.202.64.
Subnet 810 End : 130.56.202.127.

Subnet 811 Start : 130.56.202.128.
Subnet 811 End : 130.56.202.191.

Subnet 812 Start : 130.56.202.192.
Subnet 812 End : 130.56.202.255.

Subnet 813 Start : 130.56.203.0.
Subnet 813 End : 130.56.203.63.

Subnet 814 Start : 130.56.203.64.
Subnet 814 End : 130.56.203.127.

Subnet 815 Start : 130.56.203.128.
Subnet 815 End : 130.56.203.191.

Subnet 816 Start : 130.56.203.192.
Subnet 816 End : 130.56.203.255.

Subnet 817 Start : 130.56.204.0.
Subnet 817 End : 130.56.204.63.

Subnet 818 Start : 130.56.204.64.
Subnet 818 End : 130.56.204.127.

Subnet 819 Start : 130.56.204.128.
Subnet 819 End : 130.56.204.191.

Subnet 820 Start : 130.56.204.192.
Subnet 820 End : 130.56.204.255.

Subnet 821 Start : 130.56.205.0.
Subnet 821 End : 130.56.205.63.

Subnet 822 Start : 130.56.205.64.
Subnet 822 End : 130.56.205.127.

Subnet 823 Start : 130.56.205.128.
Subnet 823 End : 130.56.205.191.

Subnet 824 Start : 130.56.205.192.
Subnet 824 End : 130.56.205.255.

Subnet 825 Start : 130.56.206.0.
Subnet 825 End : 130.56.206.63.

Subnet 826 Start : 130.56.206.64.
Subnet 826 End : 130.56.206.127.

Subnet 827 Start : 130.56.206.128.
Subnet 827 End : 130.56.206.191.

Subnet 828 Start : 130.56.206.192.
Subnet 828 End : 130.56.206.255.

Subnet 829 Start : 130.56.207.0.
Subnet 829 End : 130.56.207.63.

Subnet 830 Start : 130.56.207.64.
Subnet 830 End : 130.56.207.127.

Subnet 831 Start : 130.56.207.128.
Subnet 831 End : 130.56.207.191.

Subnet 832 Start : 130.56.207.192.
Subnet 832 End : 130.56.207.255.

Subnet 833 Start : 130.56.208.0.
Subnet 833 End : 130.56.208.63.

Subnet 834 Start : 130.56.208.64.
Subnet 834 End : 130.56.208.127.

Subnet 835 Start : 130.56.208.128.
Subnet 835 End : 130.56.208.191.

Subnet 836 Start : 130.56.208.192.
Subnet 836 End : 130.56.208.255.

Subnet 837 Start : 130.56.209.0.
Subnet 837 End : 130.56.209.63.

Subnet 838 Start : 130.56.209.64.
Subnet 838 End : 130.56.209.127.

Subnet 839 Start : 130.56.209.128.
Subnet 839 End : 130.56.209.191.

Subnet 840 Start : 130.56.209.192.
Subnet 840 End : 130.56.209.255.

Subnet 841 Start : 130.56.210.0.
Subnet 841 End : 130.56.210.63.

Subnet 842 Start : 130.56.210.64.
Subnet 842 End : 130.56.210.127.

Subnet 843 Start : 130.56.210.128.
Subnet 843 End : 130.56.210.191.

Subnet 844 Start : 130.56.210.192.
Subnet 844 End : 130.56.210.255.

Subnet 845 Start : 130.56.211.0.
Subnet 845 End : 130.56.211.63.

Subnet 846 Start : 130.56.211.64.
Subnet 846 End : 130.56.211.127.

Subnet 847 Start : 130.56.211.128.
Subnet 847 End : 130.56.211.191.

Subnet 848 Start : 130.56.211.192.
Subnet 848 End : 130.56.211.255.

Subnet 849 Start : 130.56.212.0.
Subnet 849 End : 130.56.212.63.

Subnet 850 Start : 130.56.212.64.
Subnet 850 End : 130.56.212.127.

Subnet 851 Start : 130.56.212.128.
Subnet 851 End : 130.56.212.191.

Subnet 852 Start : 130.56.212.192.
Subnet 852 End : 130.56.212.255.

Subnet 853 Start : 130.56.213.0.
Subnet 853 End : 130.56.213.63.

Subnet 854 Start : 130.56.213.64.
Subnet 854 End : 130.56.213.127.

Subnet 855 Start : 130.56.213.128.
Subnet 855 End : 130.56.213.191.

Subnet 856 Start : 130.56.213.192.
Subnet 856 End : 130.56.213.255.

Subnet 857 Start : 130.56.214.0.
Subnet 857 End : 130.56.214.63.

Subnet 858 Start : 130.56.214.64.
Subnet 858 End : 130.56.214.127.

Subnet 859 Start : 130.56.214.128.
Subnet 859 End : 130.56.214.191.

Subnet 860 Start : 130.56.214.192.
Subnet 860 End : 130.56.214.255.

Subnet 861 Start : 130.56.215.0.
Subnet 861 End : 130.56.215.63.

Subnet 862 Start : 130.56.215.64.
Subnet 862 End : 130.56.215.127.

Subnet 863 Start : 130.56.215.128.
Subnet 863 End : 130.56.215.191.

Subnet 864 Start : 130.56.215.192.
Subnet 864 End : 130.56.215.255.

Subnet 865 Start : 130.56.216.0.
Subnet 865 End : 130.56.216.63.

Subnet 866 Start : 130.56.216.64.
Subnet 866 End : 130.56.216.127.

Subnet 867 Start : 130.56.216.128.
Subnet 867 End : 130.56.216.191.

Subnet 868 Start : 130.56.216.192.
Subnet 868 End : 130.56.216.255.

Subnet 869 Start : 130.56.217.0.
Subnet 869 End : 130.56.217.63.

Subnet 870 Start : 130.56.217.64.
Subnet 870 End : 130.56.217.127.

Subnet 871 Start : 130.56.217.128.
Subnet 871 End : 130.56.217.191.

Subnet 872 Start : 130.56.217.192.
Subnet 872 End : 130.56.217.255.

Subnet 873 Start : 130.56.218.0.
Subnet 873 End : 130.56.218.63.

Subnet 874 Start : 130.56.218.64.
Subnet 874 End : 130.56.218.127.

Subnet 875 Start : 130.56.218.128.
Subnet 875 End : 130.56.218.191.

Subnet 876 Start : 130.56.218.192.
Subnet 876 End : 130.56.218.255.

Subnet 877 Start : 130.56.219.0.
Subnet 877 End : 130.56.219.63.

Subnet 878 Start : 130.56.219.64.
Subnet 878 End : 130.56.219.127.

Subnet 879 Start : 130.56.219.128.
Subnet 879 End : 130.56.219.191.

Subnet 880 Start : 130.56.219.192.
Subnet 880 End : 130.56.219.255.

Subnet 881 Start : 130.56.220.0.
Subnet 881 End : 130.56.220.63.

Subnet 882 Start : 130.56.220.64.
Subnet 882 End : 130.56.220.127.

Subnet 883 Start : 130.56.220.128.
Subnet 883 End : 130.56.220.191.

Subnet 884 Start : 130.56.220.192.
Subnet 884 End : 130.56.220.255.

Subnet 885 Start : 130.56.221.0.
Subnet 885 End : 130.56.221.63.

Subnet 886 Start : 130.56.221.64.
Subnet 886 End : 130.56.221.127.

Subnet 887 Start : 130.56.221.128.
Subnet 887 End : 130.56.221.191.

Subnet 888 Start : 130.56.221.192.
Subnet 888 End : 130.56.221.255.

Subnet 889 Start : 130.56.222.0.
Subnet 889 End : 130.56.222.63.

Subnet 890 Start : 130.56.222.64.
Subnet 890 End : 130.56.222.127.

Subnet 891 Start : 130.56.222.128.
Subnet 891 End : 130.56.222.191.

Subnet 892 Start : 130.56.222.192.
Subnet 892 End : 130.56.222.255.

Subnet 893 Start : 130.56.223.0.
Subnet 893 End : 130.56.223.63.

Subnet 894 Start : 130.56.223.64.
Subnet 894 End : 130.56.223.127.

Subnet 895 Start : 130.56.223.128.
Subnet 895 End : 130.56.223.191.

Subnet 896 Start : 130.56.223.192.
Subnet 896 End : 130.56.223.255.

Subnet 897 Start : 130.56.224.0.
Subnet 897 End : 130.56.224.63.

Subnet 898 Start : 130.56.224.64.
Subnet 898 End : 130.56.224.127.

Subnet 899 Start : 130.56.224.128.
Subnet 899 End : 130.56.224.191.

Subnet 900 Start : 130.56.224.192.
Subnet 900 End : 130.56.224.255.

Subnet 901 Start : 130.56.225.0.
Subnet 901 End : 130.56.225.63.

Subnet 902 Start : 130.56.225.64.
Subnet 902 End : 130.56.225.127.

Subnet 903 Start : 130.56.225.128.
Subnet 903 End : 130.56.225.191.

Subnet 904 Start : 130.56.225.192.
Subnet 904 End : 130.56.225.255.

Subnet 905 Start : 130.56.226.0.
Subnet 905 End : 130.56.226.63.

Subnet 906 Start : 130.56.226.64.
Subnet 906 End : 130.56.226.127.

Subnet 907 Start : 130.56.226.128.
Subnet 907 End : 130.56.226.191.

Subnet 908 Start : 130.56.226.192.
Subnet 908 End : 130.56.226.255.

Subnet 909 Start : 130.56.227.0.
Subnet 909 End : 130.56.227.63.

Subnet 910 Start : 130.56.227.64.
Subnet 910 End : 130.56.227.127.

Subnet 911 Start : 130.56.227.128.
Subnet 911 End : 130.56.227.191.

Subnet 912 Start : 130.56.227.192.
Subnet 912 End : 130.56.227.255.

Subnet 913 Start : 130.56.228.0.
Subnet 913 End : 130.56.228.63.

Subnet 914 Start : 130.56.228.64.
Subnet 914 End : 130.56.228.127.

Subnet 915 Start : 130.56.228.128.
Subnet 915 End : 130.56.228.191.

Subnet 916 Start : 130.56.228.192.
Subnet 916 End : 130.56.228.255.

Subnet 917 Start : 130.56.229.0.
Subnet 917 End : 130.56.229.63.

Subnet 918 Start : 130.56.229.64.
Subnet 918 End : 130.56.229.127.

Subnet 919 Start : 130.56.229.128.
Subnet 919 End : 130.56.229.191.

Subnet 920 Start : 130.56.229.192.
Subnet 920 End : 130.56.229.255.

Subnet 921 Start : 130.56.230.0.
Subnet 921 End : 130.56.230.63.

Subnet 922 Start : 130.56.230.64.
Subnet 922 End : 130.56.230.127.

Subnet 923 Start : 130.56.230.128.
Subnet 923 End : 130.56.230.191.

Subnet 924 Start : 130.56.230.192.
Subnet 924 End : 130.56.230.255.

Subnet 925 Start : 130.56.231.0.
Subnet 925 End : 130.56.231.63.

Subnet 926 Start : 130.56.231.64.
Subnet 926 End : 130.56.231.127.

Subnet 927 Start : 130.56.231.128.
Subnet 927 End : 130.56.231.191.

Subnet 928 Start : 130.56.231.192.
Subnet 928 End : 130.56.231.255.

Subnet 929 Start : 130.56.232.0.
Subnet 929 End : 130.56.232.63.

Subnet 930 Start : 130.56.232.64.
Subnet 930 End : 130.56.232.127.

Subnet 931 Start : 130.56.232.128.
Subnet 931 End : 130.56.232.191.

Subnet 932 Start : 130.56.232.192.
Subnet 932 End : 130.56.232.255.

Subnet 933 Start : 130.56.233.0.
Subnet 933 End : 130.56.233.63.

Subnet 934 Start : 130.56.233.64.
Subnet 934 End : 130.56.233.127.

Subnet 935 Start : 130.56.233.128.
Subnet 935 End : 130.56.233.191.

Subnet 936 Start : 130.56.233.192.
Subnet 936 End : 130.56.233.255.

Subnet 937 Start : 130.56.234.0.
Subnet 937 End : 130.56.234.63.

Subnet 938 Start : 130.56.234.64.
Subnet 938 End : 130.56.234.127.

Subnet 939 Start : 130.56.234.128.
Subnet 939 End : 130.56.234.191.

Subnet 940 Start : 130.56.234.192.
Subnet 940 End : 130.56.234.255.

Subnet 941 Start : 130.56.235.0.
Subnet 941 End : 130.56.235.63.

Subnet 942 Start : 130.56.235.64.
Subnet 942 End : 130.56.235.127.

Subnet 943 Start : 130.56.235.128.
Subnet 943 End : 130.56.235.191.

Subnet 944 Start : 130.56.235.192.
Subnet 944 End : 130.56.235.255.

Subnet 945 Start : 130.56.236.0.
Subnet 945 End : 130.56.236.63.

Subnet 946 Start : 130.56.236.64.
Subnet 946 End : 130.56.236.127.

Subnet 947 Start : 130.56.236.128.
Subnet 947 End : 130.56.236.191.

Subnet 948 Start : 130.56.236.192.
Subnet 948 End : 130.56.236.255.

Subnet 949 Start : 130.56.237.0.
Subnet 949 End : 130.56.237.63.

Subnet 950 Start : 130.56.237.64.
Subnet 950 End : 130.56.237.127.

Subnet 951 Start : 130.56.237.128.
Subnet 951 End : 130.56.237.191.

Subnet 952 Start : 130.56.237.192.
Subnet 952 End : 130.56.237.255.

Subnet 953 Start : 130.56.238.0.
Subnet 953 End : 130.56.238.63.

Subnet 954 Start : 130.56.238.64.
Subnet 954 End : 130.56.238.127.

Subnet 955 Start : 130.56.238.128.
Subnet 955 End : 130.56.238.191.

Subnet 956 Start : 130.56.238.192.
Subnet 956 End : 130.56.238.255.

Subnet 957 Start : 130.56.239.0.
Subnet 957 End : 130.56.239.63.

Subnet 958 Start : 130.56.239.64.
Subnet 958 End : 130.56.239.127.

Subnet 959 Start : 130.56.239.128.
Subnet 959 End : 130.56.239.191.

Subnet 960 Start : 130.56.239.192.
Subnet 960 End : 130.56.239.255.

Subnet 961 Start : 130.56.240.0.
Subnet 961 End : 130.56.240.63.

Subnet 962 Start : 130.56.240.64.
Subnet 962 End : 130.56.240.127.

Subnet 963 Start : 130.56.240.128.
Subnet 963 End : 130.56.240.191.

Subnet 964 Start : 130.56.240.192.
Subnet 964 End : 130.56.240.255.

Subnet 965 Start : 130.56.241.0.
Subnet 965 End : 130.56.241.63.

Subnet 966 Start : 130.56.241.64.
Subnet 966 End : 130.56.241.127.

Subnet 967 Start : 130.56.241.128.
Subnet 967 End : 130.56.241.191.

Subnet 968 Start : 130.56.241.192.
Subnet 968 End : 130.56.241.255.

Subnet 969 Start : 130.56.242.0.
Subnet 969 End : 130.56.242.63.

Subnet 970 Start : 130.56.242.64.
Subnet 970 End : 130.56.242.127.

Subnet 971 Start : 130.56.242.128.
Subnet 971 End : 130.56.242.191.

Subnet 972 Start : 130.56.242.192.
Subnet 972 End : 130.56.242.255.

Subnet 973 Start : 130.56.243.0.
Subnet 973 End : 130.56.243.63.

Subnet 974 Start : 130.56.243.64.
Subnet 974 End : 130.56.243.127.

Subnet 975 Start : 130.56.243.128.
Subnet 975 End : 130.56.243.191.

Subnet 976 Start : 130.56.243.192.
Subnet 976 End : 130.56.243.255.

Subnet 977 Start : 130.56.244.0.
Subnet 977 End : 130.56.244.63.

Subnet 978 Start : 130.56.244.64.
Subnet 978 End : 130.56.244.127.

Subnet 979 Start : 130.56.244.128.
Subnet 979 End : 130.56.244.191.

Subnet 980 Start : 130.56.244.192.
Subnet 980 End : 130.56.244.255.

Subnet 981 Start : 130.56.245.0.
Subnet 981 End : 130.56.245.63.

Subnet 982 Start : 130.56.245.64.
Subnet 982 End : 130.56.245.127.

Subnet 983 Start : 130.56.245.128.
Subnet 983 End : 130.56.245.191.

Subnet 984 Start : 130.56.245.192.
Subnet 984 End : 130.56.245.255.

Subnet 985 Start : 130.56.246.0.
Subnet 985 End : 130.56.246.63.

Subnet 986 Start : 130.56.246.64.
Subnet 986 End : 130.56.246.127.

Subnet 987 Start : 130.56.246.128.
Subnet 987 End : 130.56.246.191.

Subnet 988 Start : 130.56.246.192.
Subnet 988 End : 130.56.246.255.

Subnet 989 Start : 130.56.247.0.
Subnet 989 End : 130.56.247.63.

Subnet 990 Start : 130.56.247.64.
Subnet 990 End : 130.56.247.127.

Subnet 991 Start : 130.56.247.128.
Subnet 991 End : 130.56.247.191.

Subnet 992 Start : 130.56.247.192.
Subnet 992 End : 130.56.247.255.

Subnet 993 Start : 130.56.248.0.
Subnet 993 End : 130.56.248.63.

Subnet 994 Start : 130.56.248.64.
Subnet 994 End : 130.56.248.127.

Subnet 995 Start : 130.56.248.128.
Subnet 995 End : 130.56.248.191.

Subnet 996 Start : 130.56.248.192.
Subnet 996 End : 130.56.248.255.

Subnet 997 Start : 130.56.249.0.
Subnet 997 End : 130.56.249.63.

Subnet 998 Start : 130.56.249.64.
Subnet 998 End : 130.56.249.127.

Subnet 999 Start : 130.56.249.128.
Subnet 999 End : 130.56.249.191.

Subnet 1000 Start : 130.56.249.192.
Subnet 1000 End : 130.56.249.255.

Subnet 1001 Start : 130.56.250.0.
Subnet 1001 End : 130.56.250.63.

Subnet 1002 Start : 130.56.250.64.
Subnet 1002 End : 130.56.250.127.

Subnet 1003 Start : 130.56.250.128.
Subnet 1003 End : 130.56.250.191.

Subnet 1004 Start : 130.56.250.192.
Subnet 1004 End : 130.56.250.255.

Subnet 1005 Start : 130.56.251.0.
Subnet 1005 End : 130.56.251.63.

Subnet 1006 Start : 130.56.251.64.
Subnet 1006 End : 130.56.251.127.

Subnet 1007 Start : 130.56.251.128.
Subnet 1007 End : 130.56.251.191.

Subnet 1008 Start : 130.56.251.192.
Subnet 1008 End : 130.56.251.255.

Subnet 1009 Start : 130.56.252.0.
Subnet 1009 End : 130.56.252.63.

Subnet 1010 Start : 130.56.252.64.
Subnet 1010 End : 130.56.252.127.

Subnet 1011 Start : 130.56.252.128.
Subnet 1011 End : 130.56.252.191.

Subnet 1012 Start : 130.56.252.192.
Subnet 1012 End : 130.56.252.255.

Subnet 1013 Start : 130.56.253.0.
Subnet 1013 End : 130.56.253.63.

Subnet 1014 Start : 130.56.253.64.
Subnet 1014 End : 130.56.253.127.

Subnet 1015 Start : 130.56.253.128.
Subnet 1015 End : 130.56.253.191.

Subnet 1016 Start : 130.56.253.192.
Subnet 1016 End : 130.56.253.255.

Subnet 1017 Start : 130.56.254.0.
Subnet 1017 End : 130.56.254.63.

Subnet 1018 Start : 130.56.254.64.
Subnet 1018 End : 130.56.254.127.

Subnet 1019 Start : 130.56.254.128.
Subnet 1019 End : 130.56.254.191.

Subnet 1020 Start : 130.56.254.192.
Subnet 1020 End : 130.56.254.255.

Subnet 1021 Start : 130.56.255.0.
Subnet 1021 End : 130.56.255.63.

Subnet 1022 Start : 130.56.255.64.
Subnet 1022 End : 130.56.255.127.

Subnet 1023 Start : 130.56.255.128.
Subnet 1023 End : 130.56.255.191.

Subnet 1024 Start : 130.56.255.192.
Subnet 1024 End : 130.56.255.255.

